Recency,Frequency,Monetary,Coupon_Ratio,Tenure_Months,Avg_Order_Value,Purchase_Interval,Orders_last_30d,Spend_last_30d,Active_30d,Cluster
16,10,1313.8,0.4375,6,131.38,18.264000000000003,10.0,1313.8,1,1
17,8,1380.33,0.2941176470588235,15,172.54125,57.075,8.0,1380.33,1,1
12,33,6161.4800000000005,0.3555555555555555,25,186.7115151515152,23.060606060606062,33.0,6161.48,1,5
19,9,924.42,0.4545454545454545,42,102.71333333333332,142.05333333333334,9.0,924.42,1,1
28,34,5673.09,0.2985074626865671,30,166.85558823529414,26.858823529411765,2.0,469.65,1,5
289,11,2089.0,0.4545454545454545,20,189.9090909090909,55.34545454545455,0.0,0.0,0,0
28,15,3798.54,0.3846153846153846,24,253.236,48.704,11.0,2913.75,1,5
223,1,37.35,1.0,12,37.35,365.28,0.0,0.0,0,3
80,17,3513.94,0.3809523809523809,41,206.70235294117649,73.41411764705882,0.0,0.0,0,5
278,18,2498.4700000000003,0.3928571428571428,29,138.8038888888889,49.04222222222222,0.0,0.0,0,0
34,13,3434.05,0.3703703703703703,14,264.15769230769234,32.78153846153846,0.0,0.0,0,1
33,12,2526.03,0.4,25,210.50250000000003,63.41666666666666,0.0,0.0,0,1
234,2,1121.29,0.3333333333333333,16,560.645,243.52,0.0,0.0,0,0
224,1,304.0,0.0,24,304.0,730.5600000000001,0.0,0.0,0,0
47,39,8878.19,0.2948717948717949,43,227.64589743589744,33.562051282051286,0.0,0.0,0,5
66,8,1838.87,0.3333333333333333,35,229.85875,133.175,0.0,0.0,0,1
116,9,3884.43,0.4347826086956521,7,431.6033333333333,23.67555555555556,0.0,0.0,0,1
221,13,1581.81,0.2857142857142857,19,121.6776923076923,44.48923076923077,0.0,0.0,0,0
336,1,24.03,0.0,50,24.03,1522.0,0.0,0.0,0,0
259,3,582.65,0.2,28,194.21666666666667,284.1066666666667,0.0,0.0,0,0
38,2,517.33,0.25,4,258.665,60.88,0.0,0.0,0,1
41,12,1956.95,0.4,20,163.07916666666668,50.73333333333334,0.0,0.0,0,1
118,11,1778.3,0.24,28,161.66363636363636,77.48363636363636,0.0,0.0,0,1
357,3,2546.91,0.1538461538461538,7,848.9699999999999,71.02666666666667,0.0,0.0,0,0
148,7,576.75,0.2,6,82.39285714285714,26.091428571428573,0.0,0.0,0,1
109,5,992.74,0.125,26,198.548,158.288,0.0,0.0,0,1
203,4,318.0,0.2,7,79.5,53.27,0.0,0.0,0,0
199,64,13458.17,0.3584905660377358,5,210.28390625,2.3781250000000003,0.0,0.0,0,6
271,3,822.67,0.4285714285714285,5,274.2233333333333,50.73333333333334,0.0,0.0,0,0
153,4,282.52,0.4,40,70.63,304.40000000000003,0.0,0.0,0,1
346,21,3696.74,0.4285714285714285,37,176.03523809523807,53.63238095238095,0.0,0.0,0,0
170,3,779.66,0.3809523809523809,12,259.88666666666666,121.76,0.0,0.0,0,1
77,9,3282.64,0.2857142857142857,9,364.73777777777775,30.440000000000005,0.0,0.0,0,1
4,68,9416.64,0.3115942028985507,38,138.48,17.01058823529412,20.0,3583.94,1,6
210,5,822.42,0.1818181818181818,33,164.48399999999998,200.904,0.0,0.0,0,0
157,1,152.64,0.0,43,152.64,1308.92,0.0,0.0,0,1
29,88,17588.57,0.2869955156950672,27,199.87011363636364,9.339545454545457,11.0,1270.53,1,6
126,47,8080.12,0.4655172413793103,3,171.91744680851065,1.9429787234042557,0.0,0.0,0,5
88,36,6393.93,0.328125,9,177.60916666666668,7.610000000000001,0.0,0.0,0,5
152,13,11561.1,0.2826086956521739,49,889.3153846153847,114.73538461538465,0.0,0.0,0,5
96,42,8965.05,0.3947368421052631,16,213.45357142857145,11.596190476190475,0.0,0.0,0,5
19,8,917.72,0.1111111111111111,36,114.715,136.98000000000002,8.0,917.72,1,1
349,1,26.09,0.0,12,26.09,365.28,0.0,0.0,0,0
353,7,958.58,0.2222222222222222,45,136.94,195.68571428571428,0.0,0.0,0,0
73,10,2735.9500000000003,0.2727272727272727,11,273.595,33.484,0.0,0.0,0,1
210,1,244.0,0.0,34,244.0,1034.96,0.0,0.0,0,0
165,5,456.91,0.5714285714285714,28,91.382,170.464,0.0,0.0,0,3
18,19,3487.46,0.5151515151515151,46,183.55052631578948,73.69684210526316,2.0,461.75,1,5
111,10,483.86,0.3809523809523809,18,48.386,54.79200000000001,0.0,0.0,0,1
33,12,1428.84,0.3809523809523809,14,119.07,35.513333333333335,0.0,0.0,0,1
100,36,8646.57,0.4050632911392405,28,240.1825,23.67555555555556,0.0,0.0,0,5
202,5,353.79,0.125,18,70.75800000000001,109.58400000000002,0.0,0.0,0,0
110,18,2513.78,0.4,25,139.6544444444445,42.27777777777778,0.0,0.0,0,5
327,24,4818.53,0.2352941176470588,9,200.7720833333333,11.415,0.0,0.0,0,0
331,6,605.77,0.3571428571428571,48,100.96166666666666,243.52,0.0,0.0,0,0
22,24,3201.75,0.3636363636363636,44,133.40625,55.80666666666667,4.0,490.57,1,5
336,1,30.01,0.5,16,30.01,487.04,0.0,0.0,0,0
173,1,90.62,0.6666666666666666,16,90.62,487.04,0.0,0.0,0,3
103,17,2238.64,0.3076923076923077,2,131.68470588235294,3.581176470588236,0.0,0.0,0,1
82,10,2312.06,0.375,32,231.206,97.408,0.0,0.0,0,1
217,16,2205.91,0.4,17,137.869375,32.3425,0.0,0.0,0,0
42,27,3603.01,0.3513513513513513,8,133.44481481481483,9.01925925925926,0.0,0.0,0,5
32,26,5021.27,0.4545454545454545,30,193.12576923076924,35.12307692307692,0.0,0.0,0,5
239,17,2905.53,0.3448275862068966,40,170.91352941176473,71.62352941176471,0.0,0.0,0,0
32,38,7366.34,0.2972972972972973,32,193.8510526315789,25.633684210526315,0.0,0.0,0,5
117,21,3033.94,0.3877551020408163,44,144.47333333333333,63.77904761904762,0.0,0.0,0,5
335,2,1184.81,0.3076923076923077,44,592.405,669.6800000000001,0.0,0.0,0,0
95,62,11874.0,0.3188405797101449,10,191.51612903225808,4.909677419354839,0.0,0.0,0,6
70,1,680.93,0.3333333333333333,38,680.93,1156.72,0.0,0.0,0,1
188,20,2742.85,0.3636363636363636,44,137.14249999999998,66.968,0.0,0.0,0,0
109,5,684.77,0.3333333333333333,26,136.954,158.288,0.0,0.0,0,1
18,5,1195.76,0.0,37,239.152,225.256,5.0,1195.76,1,1
265,7,861.08,0.5,4,123.01142857142858,17.394285714285715,0.0,0.0,0,0
82,38,8052.72,0.3863636363636363,12,211.91368421052636,9.612631578947369,0.0,0.0,0,5
115,10,1019.42,0.25,17,101.942,51.748000000000005,0.0,0.0,0,1
318,34,3779.77,0.3272727272727272,26,111.16970588235294,23.277647058823533,0.0,0.0,0,0
8,29,21103.72,0.2580645161290322,44,727.7144827586208,46.1848275862069,11.0,2848.52,1,6
141,2,183.59,0.0,40,91.795,608.8000000000001,0.0,0.0,0,1
76,5,959.99,0.4,26,191.998,158.288,0.0,0.0,0,1
19,8,1255.07,0.1666666666666666,42,156.88375,159.81,3.0,525.03,1,1
152,8,525.69,0.0,31,65.71125,117.955,0.0,0.0,0,1
95,9,2358.68,0.4545454545454545,33,262.0755555555555,111.61333333333334,0.0,0.0,0,1
194,6,1609.54,0.2352941176470588,33,268.25666666666666,167.42000000000002,0.0,0.0,0,0
91,114,23080.08,0.3448275862068966,45,202.4568421052632,12.01578947368421,0.0,0.0,0,7
61,5,1402.0,0.4,24,280.4,146.11200000000002,0.0,0.0,0,1
357,6,918.37,0.5555555555555556,39,153.06166666666667,197.86,0.0,0.0,0,0
10,14,2876.78,0.1578947368421052,17,205.48428571428573,36.962857142857146,6.0,1442.93,1,1
362,17,3974.78,0.4285714285714285,40,233.8105882352941,71.62352941176471,0.0,0.0,0,0
59,5,1021.57,0.125,7,204.314,42.616,0.0,0.0,0,1
252,10,2991.42,0.3421052631578947,38,299.142,115.672,0.0,0.0,0,0
28,11,2019.18,0.3333333333333333,15,183.56181818181815,41.50909090909091,9.0,1623.38,1,1
202,6,323.83,0.4166666666666667,2,53.97166666666666,10.146666666666668,0.0,0.0,0,0
116,17,2466.0,0.3396226415094339,24,145.05882352941177,42.974117647058826,0.0,0.0,0,1
41,9,2676.15,0.25,9,297.35,30.440000000000005,0.0,0.0,0,1
347,15,3538.15,0.25,49,235.8766666666667,99.43733333333334,0.0,0.0,0,0
171,14,2476.08,0.3333333333333333,10,176.86285714285714,21.742857142857144,0.0,0.0,0,1
286,4,1228.69,0.4166666666666667,9,307.1725,68.49000000000001,0.0,0.0,0,0
146,18,2302.93,0.2121212121212121,46,127.94055555555556,77.7911111111111,0.0,0.0,0,1
280,1,49.99,0.0,40,49.99,1217.6,0.0,0.0,0,0
64,57,11934.21,0.3217391304347826,45,209.3721052631579,24.03157894736842,0.0,0.0,0,6
135,8,2399.31,0.375,29,299.91375,110.345,0.0,0.0,0,1
65,6,610.78,0.375,24,101.79666666666668,121.76,0.0,0.0,0,1
202,8,1785.41,0.125,6,223.17625,22.83,0.0,0.0,0,0
223,1,36.38,0.0,28,36.38,852.32,0.0,0.0,0,0
259,14,2310.0,0.2777777777777778,48,165.0,104.36571428571428,0.0,0.0,0,0
164,34,6716.05,0.4,40,197.5308823529412,35.811764705882354,0.0,0.0,0,5
297,7,1025.24,0.1428571428571428,8,146.46285714285713,34.78857142857143,0.0,0.0,0,0
158,10,1319.39,0.2258064516129032,31,131.93900000000002,94.364,0.0,0.0,0,1
154,9,2206.58,0.3225806451612903,44,245.17555555555555,148.8177777777778,0.0,0.0,0,1
81,8,1614.82,0.5,4,201.8525,15.22,0.0,0.0,0,1
337,9,1582.54,0.35,25,175.83777777777777,84.55555555555556,0.0,0.0,0,0
88,7,1274.13,0.3125,39,182.01857142857145,169.59428571428572,0.0,0.0,0,1
136,17,2603.3,0.3947368421052631,9,153.13529411764708,16.11529411764706,0.0,0.0,0,1
131,1,508.71,0.0,4,508.71,121.76,0.0,0.0,0,1
144,8,1581.04,0.2222222222222222,46,197.63,175.03,0.0,0.0,0,1
353,32,7245.03,0.4477611940298507,43,226.4071875,40.90375,0.0,0.0,0,0
24,4,317.68,0.8333333333333334,30,79.42,228.3,1.0,158.38,1,3
10,8,1083.41,0.4545454545454545,20,135.42625,76.10000000000001,8.0,1083.41,1,1
13,34,7788.15,0.2386363636363636,23,229.06323529411765,20.591764705882355,8.0,1849.33,1,5
93,6,843.89,0.3571428571428571,14,140.64833333333334,71.02666666666667,0.0,0.0,0,1
113,30,7483.309999999999,0.3770491803278688,40,249.44366666666664,40.58666666666667,0.0,0.0,0,5
362,32,5929.04,0.2758620689655172,15,185.2825,14.26875,0.0,0.0,0,0
277,31,4111.96,0.4888888888888889,50,132.64387096774195,49.096774193548384,0.0,0.0,0,0
257,9,1047.57,0.2666666666666666,37,116.39666666666666,125.14222222222222,0.0,0.0,0,0
45,1,35.57,0.0,32,35.57,974.08,0.0,0.0,0,1
19,70,12072.5,0.3698630136986301,30,172.46428571428572,13.045714285714286,14.0,3308.59,1,6
18,2,576.05,0.3333333333333333,47,288.025,715.34,2.0,576.05,1,1
270,1,14.9,1.0,31,14.9,943.64,0.0,0.0,0,3
81,80,15665.61,0.3076923076923077,3,195.820125,1.1415000000000002,0.0,0.0,0,6
69,23,4806.74,0.3333333333333333,42,208.9886956521739,55.58608695652174,0.0,0.0,0,5
17,20,4196.14,0.2619047619047619,49,209.807,74.578,2.0,1255.74,1,5
179,10,2127.39,0.5,5,212.739,15.220000000000002,0.0,0.0,0,3
300,5,1718.16,0.217391304347826,17,343.632,103.496,0.0,0.0,0,0
93,9,1462.55,0.2307692307692307,4,162.50555555555556,13.52888888888889,0.0,0.0,0,1
357,2,450.43,0.25,49,225.215,745.7800000000001,0.0,0.0,0,0
206,2,49.98,0.5,13,24.99,197.86,0.0,0.0,0,3
288,6,874.5799999999999,0.4375,50,145.76333333333332,253.66666666666663,0.0,0.0,0,0
45,33,4722.04,0.2916666666666667,11,143.0921212121212,10.146666666666668,0.0,0.0,0,5
32,3,862.48,0.2,26,287.49333333333334,263.81333333333333,0.0,0.0,0,1
117,17,3503.21,0.35,45,206.07117647058823,80.5764705882353,0.0,0.0,0,1
252,10,2020.75,0.3461538461538461,12,202.075,36.528000000000006,0.0,0.0,0,0
104,2,127.53,0.25,10,63.765,152.20000000000002,0.0,0.0,0,1
96,7,1151.97,0.4166666666666667,26,164.56714285714287,113.06285714285715,0.0,0.0,0,1
112,1,141.97,0.3333333333333333,25,141.97,761.0,0.0,0.0,0,1
340,177,37714.02,0.3063973063973064,12,213.07355932203387,2.0637288135593224,0.0,0.0,0,7
280,1,370.0,0.5,41,370.0,1248.04,0.0,0.0,0,0
243,39,4160.39,0.2714285714285714,45,106.67666666666668,35.12307692307692,0.0,0.0,0,0
299,28,5172.66,0.3666666666666666,38,184.73785714285717,41.31142857142857,0.0,0.0,0,0
209,4,184.16,0.3333333333333333,42,46.04,319.62,0.0,0.0,0,0
20,38,9515.16,0.3037974683544304,33,250.39894736842103,26.434736842105263,5.0,1162.39,1,5
49,124,24376.97,0.3388429752066115,25,196.5884677419355,6.137096774193548,0.0,0.0,0,7
206,6,552.59,0.7142857142857143,49,92.09833333333334,248.59333333333336,0.0,0.0,0,3
137,2,115.15,0.375,38,57.575,578.36,0.0,0.0,0,1
33,84,17352.69,0.3517587939698492,43,206.57964285714283,15.582380952380952,0.0,0.0,0,6
14,73,13187.67,0.3742690058479532,5,180.65301369863013,2.0849315068493155,12.0,3188.63,1,6
208,19,2642.9,0.3142857142857143,35,139.1,56.07368421052632,0.0,0.0,0,0
162,17,2534.9700000000003,0.3448275862068966,2,149.11588235294118,3.581176470588236,0.0,0.0,0,1
190,15,2093.42,0.375,34,139.56133333333335,68.99733333333333,0.0,0.0,0,0
203,1,164.0,0.0,38,164.0,1156.72,0.0,0.0,0,0
66,22,2973.83,0.4047619047619047,8,135.1740909090909,11.06909090909091,0.0,0.0,0,5
13,291,80775.51,0.3219761499148211,40,277.57907216494846,4.184192439862543,65.0,10789.85,1,2
222,58,10539.22,0.3391304347826087,32,181.7106896551724,16.794482758620692,0.0,0.0,0,6
31,21,5094.02,0.4444444444444444,22,242.57238095238097,31.88952380952381,0.0,0.0,0,5
236,11,1824.73,0.2,39,165.88454545454545,107.92363636363638,0.0,0.0,0,0
62,1,125.0,0.0,33,125.0,1004.52,0.0,0.0,0,1
171,19,4487.82,0.46875,50,236.20105263157893,80.10526315789474,0.0,0.0,0,5
336,3,232.86,0.6666666666666666,18,77.62,182.64,0.0,0.0,0,3
221,3,854.98,0.0,9,284.99333333333334,91.32,0.0,0.0,0,0
132,9,1485.95,0.55,14,165.10555555555555,47.35111111111112,0.0,0.0,0,3
29,14,2736.13,0.1176470588235294,2,195.43785714285715,4.348571428571429,2.0,555.66,1,1
159,18,3472.49,0.4807692307692308,33,192.9161111111111,55.80666666666667,0.0,0.0,0,5
225,22,2770.95,0.2222222222222222,41,125.95227272727271,56.72909090909091,0.0,0.0,0,0
269,1,21.69,0.0,43,21.69,1308.92,0.0,0.0,0,0
130,7,556.35,0.3076923076923077,2,79.47857142857143,8.697142857142858,0.0,0.0,0,1
281,4,1317.08,0.4285714285714285,33,329.27,251.13,0.0,0.0,0,0
210,38,7396.62,0.3150684931506849,24,194.6478947368421,19.225263157894737,0.0,0.0,0,5
18,11,1487.9499999999998,0.3529411764705882,25,135.2681818181818,69.18181818181819,11.0,1487.95,1,1
71,5,512.3199999999999,0.3333333333333333,25,102.46399999999998,152.2,0.0,0.0,0,1
216,9,1542.57,0.375,19,171.39666666666665,64.26222222222222,0.0,0.0,0,0
253,5,1113.76,0.4285714285714285,46,222.752,280.048,0.0,0.0,0,0
38,45,9833.94,0.3582089552238806,26,218.532,17.587555555555557,0.0,0.0,0,6
35,21,5322.87,0.5357142857142857,24,253.47,34.78857142857143,0.0,0.0,0,5
9,9,2916.23,0.5714285714285714,27,324.0255555555556,91.32,9.0,2916.23,1,5
97,36,7679.13,0.3176470588235294,5,213.30916666666667,4.227777777777778,0.0,0.0,0,5
172,2,103.95,0.5,27,51.975,410.94,0.0,0.0,0,3
11,17,4080.68,0.2702702702702703,11,240.04,19.696470588235297,17.0,4080.68,1,1
54,18,3594.7200000000003,0.3953488372093023,39,199.70666666666668,65.95333333333333,0.0,0.0,0,5
41,24,4018.88,0.2439024390243902,6,167.45333333333335,7.61,0.0,0.0,0,5
87,19,4268.01,0.375,2,224.6321052631579,3.2042105263157894,0.0,0.0,0,5
169,77,11599.6,0.3548387096774194,38,150.64415584415585,15.022337662337662,0.0,0.0,0,6
19,2,678.6700000000001,0.3125,49,339.33500000000004,745.7800000000001,2.0,678.6700000000001,1,1
70,1,304.0,0.0,47,304.0,1430.68,0.0,0.0,0,1
269,6,723.08,0.0666666666666666,34,120.51333333333334,172.49333333333334,0.0,0.0,0,0
179,1,125.0,1.0,20,125.0,608.8000000000001,0.0,0.0,0,3
70,28,3480.15,0.3409090909090909,3,124.29107142857144,3.261428571428572,0.0,0.0,0,5
193,7,1457.35,0.2631578947368421,9,208.19285714285712,39.13714285714286,0.0,0.0,0,0
357,30,6193.14,0.2592592592592592,42,206.438,42.616,0.0,0.0,0,0
26,11,1375.25,0.3181818181818182,40,125.02272727272728,110.6909090909091,9.0,1103.27,1,1
221,8,979.33,0.36,27,122.41625,102.735,0.0,0.0,0,0
103,33,5535.85,0.423728813559322,26,167.7530303030303,23.983030303030304,0.0,0.0,0,5
147,8,996.29,0.4375,50,124.53625,190.25,0.0,0.0,0,1
22,16,3513.46,0.3125,25,219.59125,47.5625,1.0,158.38,1,1
26,3,381.87,0.0,28,127.29,284.1066666666667,3.0,381.87,1,1
33,7,1482.03,0.2,11,211.71857142857144,47.83428571428572,0.0,0.0,0,1
160,68,14208.53,0.3057324840764331,40,208.9489705882353,17.905882352941177,0.0,0.0,0,6
24,2,142.73,0.5,13,71.365,197.86,2.0,142.73,1,1
137,23,3284.8,0.4729729729729729,17,142.81739130434784,22.49913043478261,0.0,0.0,0,5
336,2,149.79,0.0,5,74.895,76.10000000000001,0.0,0.0,0,0
131,26,17114.52,0.3260869565217391,46,658.2507692307693,53.855384615384615,0.0,0.0,0,6
264,4,662.56,0.4285714285714285,24,165.64,182.64,0.0,0.0,0,0
195,4,586.97,0.6,47,146.7425,357.67,0.0,0.0,0,3
16,21,5371.43,0.4516129032258064,23,255.78238095238095,33.33904761904762,21.0,5371.43,1,5
317,69,9475.46,0.3333333333333333,24,137.3255072463768,10.587826086956522,0.0,0.0,0,6
340,7,1559.99,0.2857142857142857,21,222.8557142857143,91.32,0.0,0.0,0,0
258,1,27.38,0.5,33,27.38,1004.52,0.0,0.0,0,3
65,25,4312.17,0.35,22,172.48680000000002,26.7872,0.0,0.0,0,5
204,7,749.69,0.4,47,107.09857142857145,204.38285714285715,0.0,0.0,0,0
236,7,1103.81,0.3125,38,157.68714285714285,165.24571428571429,0.0,0.0,0,0
89,51,10469.93,0.2674418604651162,20,205.29274509803923,11.937254901960786,0.0,0.0,0,6
269,2,104.09,0.0,48,52.045,730.5600000000001,0.0,0.0,0,0
66,4,435.35,0.1875,3,108.8375,22.83,0.0,0.0,0,1
346,9,2892.04,0.25,9,321.3377777777778,30.440000000000005,0.0,0.0,0,0
66,2,325.99,0.0,48,162.995,730.5600000000001,0.0,0.0,0,1
140,16,2456.36,0.3448275862068966,24,153.5225,45.66,0.0,0.0,0,1
109,3,599.2,1.0,22,199.73333333333332,223.2266666666667,0.0,0.0,0,3
82,8,991.72,0.5,6,123.965,22.83,0.0,0.0,0,1
166,5,546.92,0.25,38,109.384,231.344,0.0,0.0,0,1
135,5,582.46,0.3333333333333333,16,116.492,97.408,0.0,0.0,0,1
349,9,1577.37,0.1176470588235294,13,175.26333333333332,43.96888888888889,0.0,0.0,0,0
91,5,795.99,0.4,14,159.198,85.232,0.0,0.0,0,1
334,5,1116.4,0.4,33,223.28000000000003,200.904,0.0,0.0,0,0
24,29,7334.58,0.3392857142857143,22,252.91655172413792,23.09241379310345,29.0,7334.58,1,5
20,5,1021.4,0.1111111111111111,2,204.28,12.176,5.0,1021.4,1,1
45,3,335.97,0.25,50,111.99,507.3333333333333,0.0,0.0,0,1
105,4,161.89,0.1111111111111111,34,40.4725,258.74,0.0,0.0,0,1
135,1,290.38,0.4285714285714285,32,290.38,974.08,0.0,0.0,0,1
103,16,3229.1,0.5384615384615384,44,201.81875,83.71000000000001,0.0,0.0,0,3
152,20,4992.24,0.3333333333333333,23,249.612,35.006,0.0,0.0,0,5
79,4,1762.95,0.2222222222222222,4,440.7375,30.44,0.0,0.0,0,1
58,10,2717.16,0.4193548387096774,47,271.716,143.068,0.0,0.0,0,1
124,13,2589.02,0.4117647058823529,16,199.1553846153846,37.464615384615385,0.0,0.0,0,1
336,9,1492.56,0.2941176470588235,42,165.84,142.05333333333334,0.0,0.0,0,0
268,23,3603.28,0.4090909090909091,41,156.66434782608695,54.26260869565217,0.0,0.0,0,0
88,21,3631.51,0.34375,20,172.92904761904762,28.990476190476198,0.0,0.0,0,5
165,23,3598.69,0.4464285714285714,41,156.46478260869566,54.26260869565217,0.0,0.0,0,5
37,38,7702.18,0.3541666666666667,27,202.68894736842103,21.62842105263158,0.0,0.0,0,5
159,4,159.69,0.2,14,39.9225,106.54,0.0,0.0,0,1
40,19,3901.91,0.3,49,205.36368421052632,78.50315789473684,0.0,0.0,0,5
136,11,1677.37,0.1666666666666666,9,152.4881818181818,24.90545454545455,0.0,0.0,0,1
215,5,6662.3,0.2777777777777778,39,1332.46,237.432,0.0,0.0,0,0
66,10,3129.1,0.1851851851851851,16,312.91,48.704,0.0,0.0,0,1
342,10,2152.51,0.5384615384615384,39,215.25100000000003,118.716,0.0,0.0,0,0
303,3,301.36,0.5555555555555556,32,100.45333333333332,324.6933333333333,0.0,0.0,0,3
77,2,8962.58,0.2962962962962963,23,4481.29,350.06,0.0,0.0,0,5
1,289,64045.5,0.3808695652173913,33,221.6107266435986,3.4758477508650523,49.0,19338.56,1,4
97,43,5732.9800000000005,0.293103448275862,43,133.3251162790698,30.44,0.0,0.0,0,5
137,8,1284.98,0.3846153846153846,35,160.6225,133.175,0.0,0.0,0,1
20,9,1837.78,0.4,4,204.1977777777778,13.52888888888889,9.0,1837.78,1,1
149,49,6977.85,0.3358778625954198,38,142.40510204081633,23.6065306122449,0.0,0.0,0,5
62,29,4914.91,0.2837837837837837,36,169.4796551724138,37.78758620689656,0.0,0.0,0,5
344,2,1166.17,0.4375,32,583.085,487.04,0.0,0.0,0,0
257,1,240.42,0.0,50,240.42,1522.0,0.0,0.0,0,0
267,9,1038.76,0.40625,26,115.41777777777776,87.93777777777778,0.0,0.0,0,0
62,6,432.87,0.3333333333333333,24,72.145,121.76,0.0,0.0,0,1
252,8,933.32,0.1818181818181818,32,116.665,121.76,0.0,0.0,0,0
207,3,345.96000000000004,0.25,12,115.32,121.76,0.0,0.0,0,0
335,1,160.21,1.0,26,160.21,791.44,0.0,0.0,0,3
150,94,11947.05,0.3770491803278688,8,127.09627659574468,2.5906382978723403,0.0,0.0,0,6
124,6,758.69,0.1666666666666666,23,126.44833333333334,116.68666666666668,0.0,0.0,0,1
108,6,1697.47,0.1,25,282.9116666666667,126.83333333333331,0.0,0.0,0,1
95,8,2193.55,0.1333333333333333,48,274.19375,182.64,0.0,0.0,0,1
334,11,2381.68,0.2941176470588235,37,216.5163636363636,102.38909090909092,0.0,0.0,0,0
22,32,4595.59,0.28125,25,143.6121875,23.78125,10.0,1632.4,1,5
163,17,2479.27,0.4285714285714285,44,145.8394117647059,78.78588235294119,0.0,0.0,0,5
162,17,3950.83,0.3076923076923077,46,232.4017647058824,82.36705882352942,0.0,0.0,0,1
112,11,2010.99,0.3076923076923077,45,182.81727272727272,124.52727272727272,0.0,0.0,0,1
74,18,4161.15,0.3076923076923077,38,231.175,64.26222222222222,0.0,0.0,0,5
360,31,9082.81,0.388235294117647,33,292.99387096774194,32.40387096774194,0.0,0.0,0,0
32,10,1343.74,0.2,48,134.374,146.11200000000002,0.0,0.0,0,1
28,19,4438.72,0.34375,34,233.6168421052632,54.47157894736842,16.0,4252.87,1,5
82,1,7.0,1.0,47,7.0,1430.68,0.0,0.0,0,3
108,6,1178.98,0.7142857142857143,4,196.49666666666667,20.293333333333333,0.0,0.0,0,3
101,20,3973.65,0.3548387096774194,19,198.6825,28.918,0.0,0.0,0,5
203,33,6559.3,0.3134328358208955,10,198.76666666666668,9.224242424242425,0.0,0.0,0,5
13,8,1250.05,0.3636363636363636,24,156.25625,91.32,8.0,1250.05,1,1
96,2,289.92,0.5,18,144.96,273.96000000000004,0.0,0.0,0,3
124,22,3115.59,0.3488372093023256,26,141.61772727272728,35.974545454545456,0.0,0.0,0,5
137,7,824.62,0.4117647058823529,15,117.80285714285716,65.22857142857143,0.0,0.0,0,1
337,13,1839.35,0.5294117647058824,10,141.48846153846154,23.415384615384617,0.0,0.0,0,0
22,1,55.42,1.0,44,55.42,1339.36,1.0,55.42,1,3
162,11,1057.34,0.4444444444444444,27,96.12181818181816,74.71636363636364,0.0,0.0,0,1
109,50,9442.39,0.3475177304964539,48,188.8478,29.222400000000004,0.0,0.0,0,6
234,5,521.14,0.4285714285714285,2,104.228,12.176,0.0,0.0,0,0
257,8,913.9,0.6190476190476191,14,114.2375,53.27,0.0,0.0,0,3
152,44,6605.67,0.3956043956043956,34,150.12886363636363,23.521818181818183,0.0,0.0,0,5
25,5,574.54,0.2142857142857142,23,114.908,140.024,5.0,574.54,1,1
23,12,1674.71,0.15,20,139.55916666666667,50.73333333333334,1.0,6.51,1,1
123,39,5570.81,0.3846153846153846,25,142.84128205128206,19.512820512820515,0.0,0.0,0,5
127,3,558.91,0.3333333333333333,49,186.3033333333333,497.1866666666667,0.0,0.0,0,1
351,21,3758.17,0.5454545454545454,21,178.9604761904762,30.44,0.0,0.0,0,0
21,76,14348.64,0.2975206611570248,35,188.7978947368421,14.01842105263158,26.0,6341.47,1,6
146,73,11825.88,0.4041095890410959,21,161.99835616438355,8.756712328767124,0.0,0.0,0,6
16,6,1005.1,0.3333333333333333,46,167.51666666666668,233.3733333333333,6.0,1005.1,1,1
51,20,3297.58,0.3529411764705882,18,164.879,27.396000000000004,0.0,0.0,0,5
66,23,2816.15,0.4444444444444444,45,122.44130434782608,59.55652173913043,0.0,0.0,0,5
112,38,7514.27,0.4210526315789473,6,197.74394736842103,4.806315789473684,0.0,0.0,0,5
212,5,461.84,0.3333333333333333,6,92.368,36.528000000000006,0.0,0.0,0,0
18,27,8120.650000000001,0.2448979591836734,10,300.7648148148148,11.274074074074075,7.0,1460.65,1,5
14,11,2164.46,0.3529411764705882,32,196.7690909090909,88.55272727272728,1.0,107.41,1,1
20,13,2207.57,0.2,17,169.81307692307695,39.80615384615385,13.0,2207.57,1,1
27,4,654.89,0.4,46,163.7225,350.06,4.0,654.89,1,1
294,11,1765.57,0.2142857142857142,41,160.50636363636363,113.4581818181818,0.0,0.0,0,0
37,78,18961.09,0.3384615384615385,16,243.09089743589743,6.2441025641025645,0.0,0.0,0,6
74,32,5682.43,0.4761904761904761,34,177.5759375,32.3425,0.0,0.0,0,5
325,12,3735.85,0.1290322580645161,39,311.3208333333333,98.93,0.0,0.0,0,0
39,46,10302.76,0.358974358974359,5,223.97304347826088,3.3086956521739133,0.0,0.0,0,6
139,14,2471.36,0.2,12,176.5257142857143,26.091428571428573,0.0,0.0,0,1
345,4,1023.08,0.7777777777777778,42,255.77,319.62,0.0,0.0,0,3
11,14,2558.02,0.1538461538461538,8,182.71571428571428,17.394285714285715,14.0,2558.02,1,1
337,1,354.95,0.6666666666666666,25,354.95,761.0,0.0,0.0,0,3
23,33,6398.95,0.3,10,193.90757575757576,9.224242424242425,9.0,1009.49,1,5
